epoch;0_out_hm_loss;0_out_hm_mean_absolute_error;0_out_hm_mean_squared_error;1_out_hm_loss;1_out_hm_mean_absolute_error;1_out_hm_mean_squared_error;2_out_hm_loss;2_out_hm_mean_absolute_error;2_out_hm_mean_squared_error;loss;val_0_out_hm_loss;val_0_out_hm_mean_absolute_error;val_0_out_hm_mean_squared_error;val_1_out_hm_loss;val_1_out_hm_mean_absolute_error;val_1_out_hm_mean_squared_error;val_2_out_hm_loss;val_2_out_hm_mean_absolute_error;val_2_out_hm_mean_squared_error;val_loss
35;8.040511686314695e-05;0.0014170419528910354;8.040511686617987e-05;9.497241765739556e-05;0.0015464693530079904;9.497241770288926e-05;0.00012415234309357364;0.0017816592790609557;0.0001241523429768065;0.0002995298775898529;0.00012321186627694728;0.0014897992195893484;0.00012321186685326075;0.000141988239149646;0.0016154167834798445;0.00014198823812668957;0.00018670759134981228;0.0018888956018824979;0.00018670759244480788;0.00045190769648824884
36;7.698484190042412e-05;0.0013733692087734637;7.698484195956592e-05;9.135332073977123e-05;0.0014994962986445317;9.135332070034336e-05;0.00011857276070453589;0.0017289195495611813;0.00011857276062871308;0.00028691092332350086;0.00012203779950159334;0.0014731064932144218;0.00012203779914139742;0.00014017417542532657;0.0015963695399315641;0.00014017417646269083;0.0001856084096667329;0.001859840966696565;0.0001856084095802859;0.0004478203847377312
37;7.441704290461012e-05;0.0013325055333249592;7.441704300317978e-05;8.854036974073457e-05;0.0014562106730316258;8.854036968310923e-05;0.0001140635531749093;0.001677937108665012;0.0001140635531855245;0.00027702096572471726;0.00012067396036409173;0.00142322247732652;0.00012067396034968389;0.00013913046644993662;0.0015587636463270328;0.0001391304672279598;0.00018416342713367562;0.0018042780233012274;0.0001841634284591966;0.0004439678539909275
38;7.238250267290838e-05;0.0012927570154087982;7.238250268504004e-05;8.636350524823832e-05;0.0014149673538010376;8.636350528311682e-05;0.00011029917707057212;0.0016292724346153116;0.00011029917698261766;0.00026904518494925804;0.00011992106863382816;0.0014012383234843907;0.00011992106906606327;0.00013839426622749075;0.0015264856778915124;0.00013839426631393777;0.0001829370137334036;0.0017788707131132632;0.00018293701505892458;0.00044125234817689524
39;7.086039889772144e-05;0.0012506035948938931;7.086039894473159e-05;8.465851205315959e-05;0.0013725020850998111;8.465851198036968e-05;0.00010738993892215416;0.001583720989690891;0.00010738993890547314;0.0002629088496304022;0.00011937615427356859;0.001337917146070095;0.00011937615389896482;0.00013783986857137873;0.001467636011605437;0.00013783986880190412;0.00018237671938189996;0.001719297805229331;0.00018237671920900593;0.0004395927412038909
40;7.043428344545736e-05;0.0012519205397038817;7.043428348791813e-05;8.416998367153176e-05;0.0013740697756292016;8.416998377920017e-05;0.00010642190364725373;0.0015836224903425543;0.00010642190379738291;0.00026102617073694664;0.0001199352814462082;0.00140018679528949;0.00011993528091311823;0.00013829460057791895;0.00152893659939971;0.0001382946011830481;0.00018334515369151453;0.0017816394643563002;0.00018334515397967126;0.00044157503565801033
41;7.129101439935465e-05;0.001292400563266959;7.129101439935465e-05;8.51812529216264e-05;0.0014143207992872331;8.518125300503151e-05;0.00010837594567284764;0.0016267305940904791;0.00010837594571075904;0.0002648482130378059;0.00012041925381186722;0.0014442502304284584;0.00012041925392712992;0.000139324447254784;0.001575560239374195;0.0001393244463614981;0.00018423034493709998;0.0018056107463665528;0.00018423034456249623;0.0004439740468249979
42;7.20505366396927e-05;0.0013285801905021381;7.205053663059397e-05;8.614224798721834e-05;0.0014509493381003552;8.614224799176771e-05;0.00011027068461011202;0.0016722219349828476;0.00011027068458888164;0.0002684634691475521;0.00012108424586522863;0.0014531970007972109;0.00012108424530332299;0.00014025601503637498;0.0016083718328229566;0.0001402560145609164;0.00018530491423115393;0.0018521120218504773;0.00018530491437523228;0.00044664517442677355
43;7.285036723179288e-05;0.0013629786707379356;7.285036727425366e-05;8.711005481555045e-05;0.0014870730635375034;8.711005478370486e-05;0.00011205138735147154;0.001712792002570339;0.00011205138722560567;0.00027201180956410863;0.00012209579378244292;0.0015014400961578336;0.00012209579398415264;0.00014172031624544652;0.0016297501765449743;0.00014172031653360325;0.00018764816770343903;0.0019157849704053733;0.0001876481676458077;0.00045146427709738367
44;7.382446811679559e-05;0.0013948212601289094;7.38244681410589e-05;8.816853783649217e-05;0.0015193571681300392;8.816853783800863e-05;0.00011413448052601648;0.0017434733824881292;0.00011413448040621642;0.0002761274862700333;0.00012304205551171804;0.0015215693922289231;0.00012304205539645535;0.0001423390591568959;0.001663430002379683;0.00014233905971880153;0.0001890037707306703;0.0019097422344130602;0.00018900376920343958;0.00045438488521198233
45;7.500680000429043e-05;0.001421088133240798;7.500680002703726e-05;8.954278977191648e-05;0.0015483368972575321;8.954278982954182e-05;0.00011641329241253033;0.001766661152735868;0.00011641329215473275;0.00028096288228124106;0.00012515887258157115;0.0015271915007603937;0.00012515887288413574;0.0001429470418635433;0.0016669136541203992;0.00014294704086940257;0.00019108357849083657;0.0019516991951622734;0.00019108357912478137;0.0004591894934834488
46;7.66832511295557e-05;0.0014480495198785858;7.668325111742405e-05;9.157312542667206e-05;0.0015784963847399254;9.15731254494189e-05;0.00011924341073026638;0.0017907159222835746;0.00011924341082580313;0.0002874997874032613;0.00012575906932199522;0.0015762508957471587;0.0001257590689185758;0.00014542546446001764;0.0017330552691058947;0.00014542546362436313;0.00019380158703257837;0.00201767080435806;0.00019380158605284545;0.0004649861206849207
47;7.852820952070808e-05;0.0014739563129269667;7.852820944336881e-05;9.345477527710514e-05;0.0016046082469686731;9.345477526345703e-05;0.00012227269681561222;0.0018159701397585037;0.0001222726967746679;0.00029425568173777484;0.00012760160281668684;0.0016071866065872336;0.00012760160251412228;0.00014732478562244538;0.0017802091963165024;0.0001473247863428372;0.00019312513693083667;0.001980002973191809;0.00019312513698846803;0.0004680515252547062
48;8.072371026858701e-05;0.0014999360429890152;8.072371032924526e-05;9.556122703554218e-05;0.0016313533096266781;9.556122696275228e-05;0.00012523465474225366;0.0018453340735137013;0.00012523465451781812;0.0003015195922890159;0.00012898591282491638;0.0015992284222220135;0.00012898591242149694;0.00014803261453767613;0.0017114055900843723;0.00014803261345708836;0.00019432736470221108;0.001999126738490592;0.000194327363030902;0.0004713458925978935
49;8.263072815468516e-05;0.0015249171016651247;8.263072828055103e-05;9.762319946994387e-05;0.0016574198364584134;9.762319946236158e-05;0.0001282420921140972;0.0018697095034120308;0.00012824209215807442;0.0003084960199100858;0.00012813240465751877;0.0016466494631206636;0.0001281324060406711;0.00014796504309391695;0.0017699481264715738;0.00014796504293543075;0.00019741362530742725;0.0020248665585007406;0.00019741362424124733;0.00047351107385129403
50;8.235200818738908e-05;0.0015083941046370596;8.235200803422698e-05;9.745472610292226e-05;0.0016419363270762945;9.745472597705638e-05;0.0001276308625564843;0.0018537681459867726;0.0001276308625943957;0.0003074375968316311;0.0001268377744000276;0.0016312482942006374;0.0001268377746737765;0.0001463343336311455;0.001730915185497465;0.00014633433478377243;0.00019415588620104966;0.0019733316684602807;0.00019415588683499447;0.0004673279934830152
51;7.924786591428271e-05;0.001469385291519798;7.924786592944727e-05;9.422824120932188e-05;0.0016021933731477026;9.422824121387124e-05;0.00012246675625894368;0.0018079668144579384;0.00012246675608303475;0.0002959428630656089;0.00012396261014452315;0.0015552603167085218;0.00012396261018774666;0.0001444536950243268;0.001705465950348442;0.00014445369597524405;0.00019314517151785665;0.0019352088440301837;0.00019314517267048358;0.00046156147612480097
52;7.604995496337554e-05;0.0014308244547029867;7.604995501948442e-05;9.063817955861287e-05;0.0015614455619529155;9.063817947065841e-05;0.0001176105096021184;0.0017635628026921773;0.00011761050963548044;0.00028429864416505116;0.00012279584131314245;0.0015390733512819256;0.0001227958419182716;0.0001416164164784097;0.001704614325472624;0.00014161641663689592;0.00019011778159339055;0.0019166287698663108;0.00019011778176628458;0.00045453004030704424
53;7.280946868279781e-05;0.0013937273308019052;7.280946859787625e-05;8.742483267424242e-05;0.0015233643677143094;8.742483266969305e-05;0.00011289020338581573;0.001721602752151588;0.00011289020324933465;0.00027312450463822045;0.00012136835202639277;0.001484920864113339;0.00012136835178145955;0.00014019203288734218;0.001631107907926682;0.00014019203259918542;0.0001854594269280995;0.001852280066791221;0.00018545942615007631;0.0004470198125334106
54;7.005522742214495e-05;0.001358603852700672;7.005522742972724e-05;8.459372168568972e-05;0.0014867262574168572;8.459372172208466e-05;0.00010843945289835097;0.001680128929322091;0.00010843945290138387;0.0002630884021244692;0.00012006745544045537;0.0014903711775170253;0.00012006745626170207;0.00013963720916267854;0.001583503866752628;0.00013963720881689045;0.00018457351068016327;0.0018126229603433667;0.00018457351128529242;0.0004442781755714539
55;6.78219909702461e-05;0.001325720653607362;6.782199101194865e-05;8.235956667902056e-05;0.0014522612052078685;8.235956679730416e-05;0.00010491049561619766;0.0016416184400938523;0.00010491049546303556;0.000255092052938668;0.00011896549905293003;0.0014408873626962303;0.00011896549877918114;0.0001382247341962734;0.001565999556609457;0.0001382247340377872;0.0001839245239902048;0.0018219235260961669;0.00018392452335625996;0.00044111475656223993
56;6.594779314028524e-05;0.0012933984280679579;6.594779321231693e-05;8.0491502054446e-05;0.0014194908796494384;8.049150195587635e-05;0.00010195765012283224;0.0016028517460488962;0.00010195765017742466;0.00024839694550560405;0.00011855769988338436;0.0014247601586716747;0.00011855770001305488;0.00013790890778470232;0.0015500160284561686;0.0001379089084474628;0.00018295888730790466;0.0017616575325627138;0.0001829588881435592;0.00043942549595572426
57;6.447173581409156e-05;0.001262893702990324;6.447173596422073e-05;7.899672870347397e-05;0.0013875729685504472;7.899672868072713e-05;9.947947907220206e-05;0.0015663273278815986;9.94794791510578e-05;0.00024294794371335876;0.00011826421822580316;0.0013875526297689959;0.00011826421825461882;0.0001374991484865832;0.0015155684896790893;0.00013749914900526534;0.00018231949347099013;0.0017479466119928672;0.0001823194925200729;0.00043808285943416897
58;6.319816723048615e-05;0.0012316435805549857;6.319816729872668e-05;7.766730479364265e-05;0.0013564458100292901;7.766730465412867e-05;9.723604707551146e-05;0.0015309407735965904;9.723604719227861e-05;0.00023810151908220103;0.00011788726596122534;0.001357694280260049;0.00011788726537050403;0.00013707926742372904;0.0014856845792844005;0.00013707926678978424;0.00018190703372641622;0.0017029911929759944;0.00018190703381286327;0.0004368735672122255
59;6.226094443504836e-05;0.0011967221455636506;6.22609443637749e-05;7.671331684221563e-05;0.0013224724598660624;7.671331676487634e-05;9.554089306935333e-05;0.0014952769844236474;9.554089313911033e-05;0.00023451515430491477;0.00011756526002842509;0.0013058108969195054;0.00011756525958178214;0.0001367050838411214;0.0014391788138574599;0.00013670508385552922;0.00018168248695501192;0.0016636913040615987;0.00018168248666685518;0.00043595283134324053
60;6.19925052366332e-05;0.0011979252503343974;6.1992505226018e-05;7.646128606404626e-05;0.0013234515650343056;7.64612860867931e-05;9.49675042766152e-05;0.0014950603873846668;9.49675042174734e-05;0.00023342129568723773;0.0001178532546774558;0.0013590436915193896;0.00011785325521054577;0.00013692197335150904;0.0014860607358617801;0.00013692197289045827;0.0001821197510874452;0.0017027118111877602;0.00018211975082810415;0.00043689497806463797
61;6.262371155989763e-05;0.0012325196783990057;6.262371153108496e-05;7.71451611890954e-05;0.0013576584876188484;7.714516127856633e-05;9.621849768526624e-05;0.0015296901497316732;9.621849790818532e-05;0.00023598737052524666;0.0001183897310304271;0.001405886835695272;0.00011838973128976817;0.00013744337877574477;0.0015293267057599998;0.00013744337886219181;0.00018281150836322346;0.0017381726386080875;0.00018281150893953693;0.0004386446192067596
62;6.3223581437698e-05;0.0012621393339613725;6.322358144452206e-05;7.77684443925878e-05;0.0013859992723200794;7.77684445139043e-05;9.750722470295275e-05;0.0015641605585255272;9.75072246908211e-05;0.00023849925060375377;0.00011907408109319738;0.0014318388331183555;0.00011907408165510301;0.00013782243925264327;0.001553207083079632;0.00013782244010270564;0.00018384862448536044;0.001825377748965627;0.00018384862330391783;0.00044074514500409514
63;6.377333319634371e-05;0.001291844221261936;6.377333331159439e-05;7.84282571660622e-05;0.0014163992938260644;7.842825720852298e-05;9.874550768089261e-05;0.0015992631824402175;9.874550759597105e-05;0.00024094709800614534;0.00011934945452036244;0.001456619588206384;0.00011934945472207216;0.00013845774107658774;0.0015867050642627153;0.00013845774088928585;0.00018525171539709342;0.0018017893451920683;0.00018525171533946205;0.0004430589101295734
64;6.441648961653978e-05;0.0013195349709515154;6.44164896195727e-05;7.91314490517361e-05;0.0014454527164727104;7.913144908509814e-05;0.0001002063534886921;0.0016305150773340122;0.00010020635354025161;0.00024375429218047306;0.00012030811546114504;0.001453292318896418;0.00012030811593660366;0.00013921638019382955;0.0016102742788723053;0.00013921637968955524;0.00018545108700936458;0.0018577518013056995;0.00018545108689410188;0.00044497558293808806
65;6.531125756703949e-05;0.0013453583973817055;6.531125749121666e-05;8.003542272563239e-05;0.0014715598294027725;8.003542267255642e-05;0.0001018650437360413;0.0016558344368001804;0.00010186504367083367;0.0002472117241075689;0.00012084063514836575;0.0015005656833861872;0.00012084063529244411;0.000140148228423965;0.001645246546687835;0.00014014822796291424;0.00018631581500596782;0.0018407850378737002;0.00018631581428557597;0.0004473046782901418
